"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2021-12-03","12","Running","","","00:30:16","","","00:30:16","","","","6.551","40.0","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Meadows zigzags joggo. Was hoping to bump into people to run with, met Will but he was just finishing so a solo job sadly. However near the end I met a doggo called spud which will probably be my daily highlight :))",""
"2021-12-04","13","Running","warm up/down","","00:15:52","","00:15:52","","","","","2.749","54.3","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-12-04","13","Orienteering","","","00:36:45","","","","","00:36:45","","5.427","178.7","4.0","","","","","","","","","","","","VJ irock 3 #2","","Lakeland Warrior middle - 4th.

A really good slopey area with some cool low vis stuff. Tekkers pretty good, just not tight enough on a few lines and 1 ~20s miss at 18. And I was really pleased that the ankles were grand, however leggies felt completely shite, proper plodding around today. Think we can put that one down to the antibiotics and lack of hard running for a week and a bit.","Be a bit more realistic, when you have been antibiotics all week don't expect to be racing well physically.

Always exit direction with the compass.

On contoury legs read the height difference.

Compass hot and have some big features to tick off, then know when to pull it back and nav in.

Route - compass + big features - attack."
"2021-12-04","13","Running","warm up/down","","00:11:34","","00:11:34","","","","","1.832","50.8","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-12-04","17","Running","warm up/down","","00:12:10","","00:12:10","","","","","2.241","1.6","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-12-04","17","Orienteering","","","00:23:49","","","","00:23:49","","","3.952","69.7","3.0","","","","","","","","","","","","VJ irock 3 #2","","Lakeland Warrior forest sprint mass start night.

Carnage off the start, then was alone through the first loop of the butterfly, spongey on the back for the second. Then headtorch started to cut out sporadically on the way to the second lot of butterfly loops in the other bit of forest. Got the back up out and pootled round the rest. Absolutely raging. Was in a good battle in the lead with Spongey up to that point, so very gutted to miss out on that.","I need a reliable head torch.

Don't rush, push hard once you've sorted the nav."
"2021-12-04","17","Orienteering","","","00:10:20","","00:10:20","","","","","1.378","22.3","1.0","","","","","","","","","","","","VJ irock 3 #2","","Ft some collecting.",""
"2021-12-05","10","Running","warm up/down","","00:15:32","","00:15:32","","","","","2.006","86.3","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-12-05","10","Orienteering","","","01:13:19","","","","01:13:19","","","10.54","322.2","3.0","","","","","","","","","","","","VJ irock 3 #2","","Lakeland Warrior Chasing Long.

Legss seizing up whenever I pushed so a pootle round, would have loved to be in the front pack, next time when the bodies in a better state. Enjoyed the good terrain and course instead.","I need to be better physically over multiple days of tough terrain. I.e. EOC will be 2 days, rest, 2 days.

Start taking wider path lines in the Lakes.

Always always take the time to check long legs routes. ~10s will easily sort the route and is no time in reality."
"2021-12-05","10","Running","","","00:05:44","","00:05:44","","","","","0.897","","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-12-06","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-12-06","15","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","","","",""
"2021-12-06","15","Running","","","00:16:25","","00:16:25","","","","","3.314","75.5","1.0","","","","","","","","","","","","NB Propel V2","","",""
"2021-12-07","18","Running","warm up/down","","00:16:01","","00:16:01","","","","","3.374","22.3","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-12-07","18","Running","","","00:40:06","","","","","00:40:06","","11.084","8.6","4.0","","","","","","","","","","","","Saucony Endorphin Speed","","Hounds. Bit sceptical as to how this would go with the way the legs are feeling atm. 3.30s ended up feeling plenty for tonight. Stopped to tie laces after 16min rep so was alone for a bit, but a corner cut got me back with Rim me Rimicans so finished the session with him. Straight into library toilets afterwards...",""
"2021-12-07","18","Running","warm up/down","","00:17:28","","00:17:28","","","","","3.096","5.1","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-12-08","8","Running","","","00:40:21","","","00:40:21","","","","8.322","151.2","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Pre brekky slap with AJ. Good stuff.",""
"2021-12-08","16","Running","","","00:42:17","","","00:42:17","","","","7.794","214.7","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Plod on through the murthy down to Cockermouth. Was very muddy out. Down for some more dentist fun, hopefully the last for a while!",""
"2021-12-09","8","Running","","","01:54:07","","","","01:54:07","","","24.813","615.8","3.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Murthy long run. Razzed the climbs a bit and chill on the rest of it, knew it would be a bit grindy so had the scandi tunes on the go which kept me entertained, #raggarbil.",""
"2021-12-10","7","Running","","","00:37:25","","00:37:25","","","","","6.324","126.7","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Plod on the crags pre brekky. Dark dark.",""
"2021-12-10","14","Running","","","00:23:48","","","00:23:48","","","","5.039","34.5","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Double meadows lap with Spenny D. Good chats although won't see the boy for a while, cry. Strides at the end.",""
"2021-12-10","14","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-12-11","9","Running","warm up/down","","00:11:04","","00:11:04","","","","","2.079","23.5","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-11","9","Orienteering","","","00:12:06","","","","","00:12:06","","2.846","40.3","4.0","","","","","","","","","","","","NB Summit Unknown","","Qualifier.

GB sprint camp in Leeds. I have very much forgotten my sprint technique so this was interesting, got into it by the end so hopefully the rest of the day is a bit better. Lots of weird barriers and stuff to deal with.",""
"2021-12-11","9","Running","warm up/down","","00:06:02","","00:06:02","","","","","1.05","14.7","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-11","11","Running","warm up/down","","00:12:04","","00:12:04","","","","","2.309","42.8","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-11","11","Orienteering","","","00:13:27","","","","","00:13:27","","3.293","35.6","4.0","","","","","","","","","","","","NB Summit Unknown","","Quarter finals.

Me, Kris, Nathan, Jonny, Shminty and Ben. 2 to get relegated so my chances were not looking too promising starting this one. However in an unbelievable turn of events I pulled out a little 2nd place behind Kris, let's try pull off the same scam again this afternoon haha.
I mean I was just in the pack the first 4 controls then was solo till the finish, doing my own thing and actually orienteering quite well so pleased with that. Would like some more head to head action this afternoon tho.",""
"2021-12-11","11","Running","warm up/down","","00:05:48","","00:05:48","","","","","1.106","12.9","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-11","14","Running","warm up/down","","00:11:22","","00:11:22","","","","","2.112","15.0","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-11","14","Orienteering","","","00:10:18","","","","","00:10:18","","2.455","3.0","4.0","","","","","","","","","","","","NB Summit Unknown","","Semi Final.

Me, Kris, Jonny, Nathan, PaulP and Andrew (Paul and Fay's flatmate). Quite a heavily gaffled one with lots of sneaky inside outside jobs. Got through fairly unscathed into 3rd place behind Kris and Jonny. Some small mistakes though. Once again excellent fun.",""
"2021-12-11","14","Running","warm up/down","","00:05:30","","00:05:30","","","","","1.012","","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-11","15","Running","warm up/down","","00:09:44","","00:09:44","","","","","1.706","41.4","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-11","15","Orienteering","","","00:08:27","","","","","","00:08:27","2.279","15.1","5.0","","","","","","","","","","","","NB Summit Unknown","","Final.

In the end we just went for a mens and woman's final so lots of geezers kicking about. An ungaffled course as well not that we knew that. I started quite hard and tucked into 2nd place in the Shminty train, was running well actually and took some of my own routes but I was a bit wobbly in some of the execution so ended up in 5th in the pack going into the last couple controls. Went full potato mode going to the last control and moved past Shminty, Ben and Jonny (with Kris just a bit too far ahead) Jonny came back at me in the sprint finish and just dipped it on the line.
Can't complain with a 3rd against those guys and Jonny does have a nasty sprint finish on him so yea quite pleased. Maybe need to rethink my plans to not run any sprint races next year...",""
"2021-12-11","15","Running","warm up/down","","00:12:11","","00:12:11","","","","","2.13","21.2","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-12-12","9","Running","warm up/down","","00:16:32","","00:16:32","","","","","3.183","","1.0","","","","","","","","","","","","NB Propel V2","","",""
"2021-12-12","9","Orienteering","","","00:21:10","","","","","00:21:10","","5.639","30.4","4.0","","","","","","","","","","","","NB Propel V2","","MSR training.

Pairs team, with running order being WMWM. Sent out in 4th just behind Jonny, Paulp and Kris. Think Kris and Jonny had the same gaffles and I had different, anyways finished maybe 10s behind Kris, 5s behind Jonny. Once again quite surprised I kept up. Second course did not go so well, lots of closed gates confusing things and I didn't cope with it too well. Still good fun.",""
"2021-12-12","9","Running","warm up/down","","00:11:33","","00:11:33","","","","","2.074","27.1","1.0","","","","","","","","","","","","NB Propel V2","","",""
"2021-12-12","11","Orienteering","","","00:26:02","","","00:26:02","","","","5.201","10.8","2.0","","","","","","","","","","","","NB Propel V2","","Some easy sprint tek to end the weekend. Nailed the weekly hourage and didn't get run over so a successful training.",""
"2021-12-13","13","Running","","","00:14:46","","00:14:46","","","","","3.104","59.7","1.0","","","","","","","","","","","","NB Propel V2","","There and back. Legs tired but not sore :)",""
"2021-12-13","13","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","NB Propel V2","","Drop in gym, took it quite easy after the weekend!",""
"2021-12-13","13","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","NB Propel V2","","Got all the bangers on, got through it.",""
"2021-12-14","17","Running","","","01:16:08","","00:20:00","00:16:08","","00:40:00","","18.791","98.7","2.79","","","","","","","","","","","","Saucony Endorphin Speed","","40mins tempo on the meadows with Sasha. Had some bowel problems early doors but got that fixed quickly. Leggies still tired from the weekend so only really got moving in the last 10mins of this, ran from ~3.40s -> 3.20s. Felt pretty comfy the whole way which was nice.",""
"2021-12-15","7","Running","","","00:30:02","","00:30:02","","","","","5.844","30.4","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Meadows plod. Not much to report.",""
"2021-12-15","18","Running","","","00:25:12","","00:25:12","","","","","4.574","83.7","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-12-15","18","Orienteering","","","00:42:55","","","","00:42:55","","","6.187","143.7","3.0","","","","","","","","","","","","VJ irock 3 #2","","Duncraggan NightO with gg, spongey and PeterM. Taking it cruisey, legs quite whacked atm so pushing would have probably ended badly. Actually nearly ended badly when my leg went down a big marshy hole and clattered the knee, jogged it off but a bit stiff now. Anyways tekkers okay but feeling a bit clunky in the terrain. Very good fun as per.",""
